id_servico,id_cliente,id_heroi,dt_checkin,dt_checkout,tipo_servico,status_conversao_servico,servico_com_taxas,teve_resposta_formatado,tempo_de_resposta_horas,valor_inicial,status_conversao_cliente,quantidade_herois_contatados
3317699,3210244,2710954,2025-02-27,2025-03-04,boarding,Não Convertido,0.0,Sim,5.367222222,345.0,Converteu uma das necessidades,4
3318572,1568390,1923814,2025-03-05,2025-03-12,boarding,Não Convertido,0.0,Sim,0.061944444,476.0,Não Converteu nenhuma das necessidades,3
1199633,3210389,299864,2025-03-01,2025-03-01,pet_sitting,Não Convertido,0.0,Não,,27.0,Não Converteu nenhuma das necessidades,1
3306434,3196233,1521360,2025-02-04,2025-03-01,boarding,Não Convertido,0.0,Sim,13.626388889,2500.0,Não Converteu nenhuma das necessidades,2
1201044,3211919,2213326,2025-03-03,2025-03-03,pet_sitting,Não Convertido,0.0,Sim,0.070555556,122.5,Não Converteu nenhuma das necessidades,1
3327353,1555405,1776620,2025-03-05,2025-03-12,boarding,Não Convertido,0.0,Sim,0.024166667,455.0,Não Converteu nenhuma das necessidades,1
3317784,3207752,1387251,2025-02-28,2025-03-05,boarding,Não Convertido,0.0,Sim,1.721111111,425.0,Não Converteu nenhuma das necessidades,7
3316442,3204582,2262,2025-02-28,2025-03-05,boarding,Não Convertido,0.0,Sim,0.033611111,500.0,Não Converteu nenhuma das necessidades,4
1194865,2758428,2632352,2025-03-05,2025-03-05,pet_sitting,Não Convertido,0.0,Sim,0.211944444,750.0,Não Converteu nenhuma das necessidades,2
3302389,3194182,2535931,2025-02-27,2025-03-05,boarding,Não Convertido,0.0,Sim,0.403888889,540.0,Converteu uma das necessidades,23
3310198,3204480,1409182,2025-02-28,2025-03-04,boarding,Não Convertido,0.0,Sim,1.664722222,288.0,Não Converteu nenhuma das necessidades,1
1828852,1538463,655472,2025-03-01,2025-03-06,boarding,Não Convertido,0.0,Sim,21510.524166667,175.0,Não Converteu nenhuma das necessidades,1
3318670,2562234,516089,2025-02-28,2025-03-05,boarding,Não Convertido,0.0,Sim,0.023611111,430.0,Não Converteu nenhuma das necessidades,3
3311996,505377,400395,2025-03-01,2025-03-04,boarding,Não Convertido,0.0,Sim,2.701666667,204.0,Não Converteu nenhuma das necessidades,1
3321676,1876271,1563897,2025-02-25,2025-03-05,boarding,Não Convertido,0.0,Sim,0.012222222,536.0,Não Converteu nenhuma das necessidades,4
1202400,3212896,2081528,2025-03-02,2025-03-02,pet_sitting,Não Convertido,0.0,Sim,0.150555556,44.0,Não Converteu nenhuma das necessidades,1
3315189,3206940,1401715,2025-02-27,2025-03-05,boarding,Não Convertido,0.0,Sim,0.053333333,720.0,Não Converteu nenhuma das necessidades,3
1204470,3214153,418676,2025-03-04,2025-03-04,pet_sitting,Convertido,0.0,Sim,20.190833333,175.0,Converteu uma das necessidades,3
1190582,3201183,713097,2025-03-02,2025-03-02,pet_sitting,Não Convertido,0.0,Sim,0.099444444,490.0,Não Converteu nenhuma das necessidades,9
1194857,2758428,2624159,2025-03-05,2025-03-05,pet_sitting,Não Convertido,0.0,Sim,0.019444444,112.5,Não Converteu nenhuma das necessidades,2
3289068,3179900,2543304,2025-02-28,2025-03-04,boarding,Não Convertido,0.0,Sim,0.098611111,260.0,Não Converteu nenhuma das necessidades,2
3321896,3213370,2192587,2025-02-28,2025-03-04,boarding,Não Convertido,0.0,Sim,0.181666667,340.0,Não Converteu nenhuma das necessidades,3
1184464,3194543,3135895,2025-03-04,2025-03-04,pet_sitting,Não Convertido,202.5,Sim,0.09,202.5,Converteu uma das necessidades,5
1203953,2992624,2597044,2025-03-02,2025-03-02,pet_sitting,Não Convertido,44.0,Sim,,36.0,Converteu uma das necessidades,2
1188296,3198753,2424086,2025-03-05,2025-03-05,pet_sitting,Não Convertido,87.0,Sim,0.019722222,72.0,Não Converteu nenhuma das necessidades,1
1204447,22340,3031481,2025-03-04,2025-03-04,pet_sitting,Não Convertido,15.0,Sim,0.82,15.0,Não Converteu nenhuma das necessidades,3
1202623,3212992,1484304,2025-03-03,2025-03-03,pet_sitting,Não Convertido,59.0,Sim,0.2325,49.0,Converteu uma das necessidades,4
3316588,662215,779415,2025-02-28,2025-03-05,boarding,Não Convertido,0.0,Sim,1629.129722222,425.0,Não Converteu nenhuma das necessidades,5
3292038,3187686,261722,2025-02-28,2025-03-04,boarding,Não Convertido,0.0,Sim,,260.0,Converteu uma das necessidades,2
3310650,3095519,2617498,2025-02-26,2025-03-05,boarding,Não Convertido,0.0,Sim,5.262222222,560.0,Converteu uma das necessidades,2
1199122,1877450,2782459,2025-03-05,2025-03-05,pet_sitting,Não Convertido,0.0,Sim,8.471666667,56.0,Converteu uma das necessidades,1
1201113,3211962,2528119,2025-03-02,2025-03-02,pet_sitting,Não Convertido,0.0,Sim,0.153611111,666.0,Não Converteu nenhuma das necessidades,2
3298993,3166574,1332627,2025-02-27,2025-03-05,boarding,Não Convertido,0.0,Sim,573.077222222,390.0,Converteu uma das necessidades,6
1438358,1143670,1175393,2025-03-03,2025-03-20,boarding,Não Convertido,0.0,Sim,0.008055556,1020.0,Não Converteu nenhuma das necessidades,3
3313171,3198746,2602246,2025-02-28,2025-03-05,boarding,Não Convertido,0.0,Sim,0.076388889,325.0,Não Converteu nenhuma das necessidades,2
3323335,3114101,1766593,2025-02-28,2025-03-04,boarding,Não Convertido,0.0,Desconhecido,,380.0,Converteu uma das necessidades,7
1200823,2678995,2471959,2025-03-02,2025-03-02,pet_sitting,Não Convertido,0.0,Sim,0.761666667,67.5,Converteu uma das necessidades,1
1200411,3058461,2568547,2025-03-04,2025-03-04,pet_sitting,Não Convertido,0.0,Sim,0.073333333,42.0,Não Converteu nenhuma das necessidades,1
3200983,2521855,167318,2025-02-22,2025-03-01,boarding,Não Convertido,0.0,Sim,156.764444444,385.0,Converteu uma das necessidades,1
3316566,3130727,1794005,2025-02-28,2025-03-05,boarding,Não Convertido,0.0,Sim,0.575555556,475.0,Converteu uma das necessidades,1
1195899,3206573,3140868,2025-03-01,2025-03-01,pet_sitting,Não Convertido,0.0,Sim,1.684166667,741.0,Não Converteu nenhuma das necessidades,4
3326335,2407572,2234988,2025-03-03,2025-03-18,boarding,Não Convertido,0.0,Sim,0.218055556,1125.0,Não Converteu nenhuma das necessidades,2
3324665,2033214,1241963,2025-02-28,2025-03-05,boarding,Não Convertido,0.0,Desconhecido,,375.0,Não Converteu nenhuma das necessidades,1
3307307,2937921,2598190,2025-02-28,2025-03-05,boarding,Não Convertido,0.0,Sim,462.250833333,340.0,Não Converteu nenhuma das necessidades,7
3299300,33200,130959,2025-03-01,2025-03-19,boarding,Não Convertido,0.0,Sim,0.808055556,1440.0,Converteu uma das necessidades,1
1203842,2798141,1514877,2025-03-03,2025-03-03,pet_sitting,Não Convertido,0.0,Desconhecido,,700.0,Converteu uma das necessidades,8
3315911,3100895,2309252,2025-02-27,2025-03-05,boarding,Não Convertido,0.0,Sim,10.8175,564.0,Não Converteu nenhuma das necessidades,3
1187694,3197435,3058020,2025-03-05,2025-03-05,pet_sitting,Convertido,0.0,Desconhecido,,390.0,Converteu uma das necessidades,1
3313956,2290165,2508079,2025-02-28,2025-03-04,boarding,Não Convertido,0.0,Sim,0.07,316.79998779296875,Converteu uma das necessidades,2
3317671,7455,1581033,2025-03-05,2025-03-13,boarding,Não Convertido,0.0,Sim,7.705277778,600.0,Converteu uma das necessidades,2
1204926,3105060,2471959,2025-03-04,2025-03-04,pet_sitting,Convertido,0.0,Sim,0.048333333,77.0,Converteu uma das necessidades,1
3320179,51020,2121033,2025-02-28,2025-03-04,boarding,Não Convertido,0.0,Sim,1.014444444,440.0,Não Converteu nenhuma das necessidades,3
3297431,3192303,2524945,2025-02-28,2025-03-04,boarding,Não Convertido,0.0,Sim,0.024722222,420.0,Não Converteu nenhuma das necessidades,6
1120301,1974536,2070200,2025-03-01,2025-03-01,pet_sitting,Não Convertido,0.0,Sim,2.538055556,385.0,Não Converteu nenhuma das necessidades,7
3319058,2389281,2016147,2025-03-02,2025-03-04,boarding,Não Convertido,0.0,Sim,0.173333333,148.0,Converteu uma das necessidades,3
1187176,3197251,2538222,2025-03-04,2025-03-04,pet_sitting,Não Convertido,0.0,Sim,0.91,127.5,Não Converteu nenhuma das necessidades,1
1202062,1127341,2999640,2025-03-01,2025-03-01,pet_sitting,Não Convertido,0.0,Sim,0.0575,455.0,Não Converteu nenhuma das necessidades,8
1203875,2749145,180006,2025-03-04,2025-03-04,pet_sitting,Convertido,0.0,Sim,18.500833333,112.5,Converteu uma das necessidades,1
1185999,1643556,2289291,2025-03-03,2025-03-03,pet_sitting,Não Convertido,41.0,Sim,0.550277778,33.0,Não Converteu nenhuma das necessidades,2
1181662,2431995,2624718,2025-03-04,2025-03-04,pet_sitting,Não Convertido,0.0,Sim,0.034166667,175.0,Não Converteu nenhuma das necessidades,4
3311840,3187026,3140700,2025-02-26,2025-03-05,boarding,Não Convertido,0.0,Sim,12.835277778,420.0,Não Converteu nenhuma das necessidades,6
3322950,330871,2752384,2025-02-27,2025-03-05,boarding,Não Convertido,0.0,Sim,0.241388889,540.0,Converteu uma das necessidades,2
3320245,1092785,155313,2025-02-27,2025-03-05,boarding,Convertido,485.51998901367188,Sim,0.388055556,480.0,Converteu uma das necessidades,1
3314620,133415,9426,2025-03-01,2025-03-09,boarding,Convertido,627.20001220703125,Sim,0.006666667,560.0,Converteu uma das necessidades,1
3307873,936512,1928385,2025-02-26,2025-03-05,boarding,Convertido,528.3599853515625,Sim,7.760277778,490.0,Converteu uma das necessidades,3
3318422,2459688,167318,2025-02-24,2025-03-05,boarding,Convertido,590.9000244140625,Sim,0.437777778,585.0,Converteu uma das necessidades,1
1205397,2826066,2283446,2025-03-01,2025-03-01,pet_sitting,Convertido,275.0,Sim,0.007222222,275.0,Converteu uma das necessidades,1
1203440,3154291,2512799,2025-03-03,2025-03-03,pet_sitting,Convertido,134.0,Sim,0.041111111,134.0,Converteu uma das necessidades,2
3321449,3188769,2045852,2025-02-28,2025-03-05,boarding,Convertido,246.96000671386719,Sim,7.827222222,245.0,Converteu uma das necessidades,1
1196002,2872426,2523537,2025-03-03,2025-03-03,pet_sitting,Não Convertido,560.0,Sim,0,560.0,Converteu uma das necessidades,5
3323706,3214609,653381,2025-02-28,2025-03-05,boarding,Convertido,420.0,Sim,0.679444444,375.0,Converteu uma das necessidades,3
3321573,725822,1704801,2025-03-01,2025-03-02,boarding,Convertido,240.86000061035156,Sim,0.333888889,95.0,Converteu uma das necessidades,1
3325966,3215963,2831173,2025-03-02,2025-03-04,boarding,Convertido,253.1199951171875,Sim,0.550555556,166.0,Converteu uma das necessidades,1
3325338,2569009,326838,2025-03-01,2025-03-01,boarding,Convertido,132.16000366210938,Sim,0.052222222,74.0,Converteu uma das necessidades,1
3321380,3209543,2940690,2025-03-01,2025-03-07,boarding,Convertido,618.150390625,Sim,4.243888889,420.0,Converteu uma das necessidades,2
1197178,2442008,2571338,2025-03-01,2025-03-01,pet_sitting,Não Convertido,1710.0,Sim,0.015277778,840.0,Não Converteu nenhuma das necessidades,6
1199092,414423,2446088,2025-03-02,2025-03-02,pet_sitting,Não Convertido,76.0,Sim,0,76.0,Não Converteu nenhuma das necessidades,7
3311722,416856,2654513,2025-03-02,2025-03-08,boarding,Convertido,532.79998779296875,Sim,0.18,480.0,Converteu uma das necessidades,3
3310084,3203439,2683036,2025-02-27,2025-03-05,boarding,Convertido,495.04000854492188,Sim,1.295277778,480.0,Converteu uma das necessidades,2
3325312,3209601,2942465,2025-03-01,2025-03-02,boarding,Convertido,95.199996948242188,Sim,0.408055556,85.0,Converteu uma das necessidades,4
3318850,1548804,455638,2025-02-27,2025-03-05,boarding,Convertido,661.6400146484375,Sim,0.458888889,570.0,Converteu uma das necessidades,1
3306385,2724361,2555414,2025-02-28,2025-03-05,boarding,Convertido,604.79998779296875,Sim,86.248055556,525.0,Converteu uma das necessidades,1
3287912,1809,1218,2025-02-21,2025-03-04,boarding,Convertido,1145.0,Sim,0.012222222,1045.0,Converteu uma das necessidades,1
1183439,2979611,713097,2025-03-03,2025-03-03,pet_sitting,Não Convertido,162.0,Sim,0.035555556,162.0,Converteu uma das necessidades,1
1201827,49105,400788,2025-03-04,2025-03-04,pet_sitting,Convertido,392.0,Sim,0.108055556,196.0,Converteu uma das necessidades,1
3323099,2391140,1489169,2025-02-27,2025-03-01,boarding,Convertido,185.91999816894531,Sim,0.0125,170.0,Converteu uma das necessidades,1
1203796,1296627,1544041,2025-03-03,2025-03-03,pet_sitting,Convertido,275.0,Sim,0.17,275.0,Converteu uma das necessidades,1
1204527,3087730,2299983,2025-03-01,2025-03-01,day_care,Não Convertido,516.0,Sim,0.578333333,516.0,Não Converteu nenhuma das necessidades,1
3294816,2538284,1865715,2025-02-28,2025-03-05,boarding,Convertido,397.60000610351562,Sim,17.006944444,325.0,Converteu uma das necessidades,1
3325579,2639834,1433231,2025-03-02,2025-03-05,boarding,Convertido,403.20001220703125,Sim,0.023333333,285.0,Converteu uma das necessidades,1
3322379,2739797,1869441,2025-03-01,2025-03-09,boarding,Convertido,1180.0,Sim,10,1080.0,Converteu uma das necessidades,3
3324086,2426336,141623,2025-03-01,2025-03-04,boarding,Convertido,319.20001220703125,Sim,0.021666667,285.0,Converteu uma das necessidades,1
3234324,292339,133172,2025-02-28,2025-03-05,boarding,Convertido,566.719970703125,Sim,0.130277778,500.0,Converteu uma das necessidades,8
3306347,3194182,3133013,2025-02-27,2025-03-05,boarding,Convertido,806.4000244140625,Sim,20.334166667,540.0,Converteu uma das necessidades,23
3315894,257061,2940690,2025-02-26,2025-03-05,boarding,Não Convertido,539.52001953125,Sim,0.009166667,490.0,Converteu uma das necessidades,22
3309994,874357,102990,2025-02-27,2025-03-04,boarding,Não Convertido,0.0,Sim,0.061388889,0.0,Não Converteu nenhuma das necessidades,6
1198281,2213293,1140987,2025-03-04,2025-03-04,pet_sitting,Não Convertido,25.0,Sim,,20.0,Não Converteu nenhuma das necessidades,3
1205271,3214871,2529476,2025-03-03,2025-03-03,pet_sitting,Não Convertido,25.0,Sim,,25.0,Não Converteu nenhuma das necessidades,2
1191119,1880152,2421539,2025-03-04,2025-03-04,pet_sitting,Convertido,80.0,Sim,0.318055556,30.0,Converteu uma das necessidades,2
1204852,1983915,441751,2025-03-03,2025-03-03,pet_sitting,Não Convertido,40.0,Sim,70.127777778,30.0,Não Converteu nenhuma das necessidades,22
1203416,2927963,1306644,2025-03-02,2025-03-02,pet_sitting,Não Convertido,30.0,Sim,,30.0,Não Converteu nenhuma das necessidades,9
1195443,3206465,2626094,2025-03-03,2025-03-03,pet_sitting,Não Convertido,105.0,Sim,,30.0,Não Converteu nenhuma das necessidades,4
1198892,3209719,2532061,2025-03-01,2025-03-01,pet_sitting,Não Convertido,30.0,Sim,,30.0,Não Converteu nenhuma das necessidades,3
1204948,3214679,1303888,2025-03-03,2025-03-03,pet_sitting,Não Convertido,40.0,Sim,6.488888889,30.0,Não Converteu nenhuma das necessidades,1
1203234,1551482,2656972,2025-03-02,2025-03-02,pet_sitting,Não Convertido,30.0,Sim,,30.0,Converteu uma das necessidades,3
1196619,2961554,244093,2025-03-02,2025-03-02,pet_sitting,Não Convertido,30.0,Sim,,30.0,Converteu uma das necessidades,4
1196620,2961554,244093,2025-03-04,2025-03-04,pet_sitting,Não Convertido,35.0,Sim,,30.0,Converteu uma das necessidades,4
1203650,1721075,2421539,2025-03-01,2025-03-01,pet_sitting,Não Convertido,30.0,Sim,7.785,30.0,Não Converteu nenhuma das necessidades,2
1197025,2872426,2646229,2025-03-01,2025-03-01,pet_sitting,Não Convertido,30.0,Sim,,30.0,Converteu uma das necessidades,5
1199607,3208755,2635155,2025-03-02,2025-03-02,pet_sitting,Não Convertido,75.0,Sim,,30.0,Não Converteu nenhuma das necessidades,5
1179039,597939,2932330,2025-03-02,2025-03-02,pet_sitting,Não Convertido,35.0,Sim,0.148611111,30.0,Não Converteu nenhuma das necessidades,1
1189610,2962967,3132636,2025-03-05,2025-03-05,pet_sitting,Não Convertido,70.0,Sim,0.056666667,30.0,Não Converteu nenhuma das necessidades,1
1201530,2627684,2666078,2025-03-01,2025-03-01,pet_sitting,Não Convertido,30.0,Sim,,30.0,Não Converteu nenhuma das necessidades,2
1192233,2016067,2631646,2025-03-01,2025-03-01,pet_sitting,Não Convertido,30.0,Sim,,30.0,Não Converteu nenhuma das necessidades,4
1184614,2343342,2639277,2025-03-04,2025-03-04,pet_sitting,Não Convertido,50.0,Sim,,30.0,Não Converteu nenhuma das necessidades,10
1190885,2280836,2543325,2025-03-03,2025-03-03,pet_sitting,Não Convertido,30.0,Sim,,30.0,Converteu uma das necessidades,6
1205105,201874,2284606,2025-03-01,2025-03-01,pet_sitting,Não Convertido,30.0,Sim,,30.0,Não Converteu nenhuma das necessidades,5
1197970,2376970,2746621,2025-03-02,2025-03-02,pet_sitting,Não Convertido,50.0,Sim,,30.0,Converteu uma das necessidades,9
1187735,3197904,2630250,2025-03-04,2025-03-04,pet_sitting,Não Convertido,40.0,Sim,,30.0,Não Converteu nenhuma das necessidades,1
1206888,3215993,1499295,2025-03-03,2025-03-03,pet_sitting,Não Convertido,44.0,Sim,,30.0,Não Converteu nenhuma das necessidades,2
1201761,232917,2497109,2025-03-02,2025-03-02,pet_sitting,Não Convertido,30.0,Sim,,30.0,Não Converteu nenhuma das necessidades,5
1186030,3196101,3139644,2025-03-02,2025-03-02,pet_sitting,Não Convertido,30.0,Sim,65.409722222,30.0,Não Converteu nenhuma das necessidades,1
1173810,3135259,2308751,2025-03-05,2025-03-05,pet_sitting,Não Convertido,30.0,Sim,3.398333333,30.0,Não Converteu nenhuma das necessidades,13
1199354,2486501,3132636,2025-03-04,2025-03-04,pet_sitting,Não Convertido,70.0,Sim,2.343333333,30.0,Não Converteu nenhuma das necessidades,5
1202017,3212631,97457,2025-03-03,2025-03-03,pet_sitting,Convertido,45.0,Sim,0.047777778,35.0,Converteu uma das necessidades,3
1206017,2343342,2426564,2025-03-03,2025-03-03,pet_sitting,Não Convertido,35.0,Sim,,35.0,Não Converteu nenhuma das necessidades,10
1195133,247064,1499967,2025-03-04,2025-03-04,pet_sitting,Não Convertido,35.0,Sim,,35.0,Converteu uma das necessidades,1
1205953,3215128,2378090,2025-03-02,2025-03-02,pet_sitting,Não Convertido,35.0,Sim,,35.0,Não Converteu nenhuma das necessidades,5
1197155,2442008,2013549,2025-03-05,2025-03-05,pet_sitting,Não Convertido,50.0,Sim,,35.0,Não Converteu nenhuma das necessidades,6
1197788,3206460,2693600,2025-03-04,2025-03-04,pet_sitting,Não Convertido,45.0,Sim,,35.0,Não Converteu nenhuma das necessidades,8
1204885,3214633,2635088,2025-03-04,2025-03-04,pet_sitting,Não Convertido,55.0,Sim,4.333333333,35.0,Não Converteu nenhuma das necessidades,5
1194307,2506102,3146240,2025-03-04,2025-03-04,pet_sitting,Não Convertido,45.0,Sim,132.225277778,35.0,Converteu uma das necessidades,4
1200146,414423,2628447,2025-03-04,2025-03-04,pet_sitting,Não Convertido,65.0,Sim,110.2075,35.0,Não Converteu nenhuma das necessidades,7
1199728,244827,2654342,2025-03-03,2025-03-03,pet_sitting,Não Convertido,40.0,Não,,40.0,Converteu uma das necessidades,2
1200273,3161745,3108879,2025-03-03,2025-03-03,pet_sitting,Convertido,80.0,Sim,0.247777778,40.0,Converteu uma das necessidades,1
1203553,2284350,1499967,2025-03-04,2025-03-04,pet_sitting,Convertido,40.0,Sim,,40.0,Converteu uma das necessidades,1
1196187,2245483,2303549,2025-02-28,2025-03-01,pet_sitting,Convertido,64.0,Sim,10.4525,40.0,Converteu uma das necessidades,1
1193717,3046295,1442566,2025-03-02,2025-03-02,pet_sitting,Convertido,40.0,Sim,1.283611111,40.0,Converteu uma das necessidades,3
1198140,3209110,2634544,2025-03-04,2025-03-04,pet_sitting,Convertido,42.0,Sim,11.287777778,40.0,Converteu uma das necessidades,1
1197838,2293785,1873002,2025-03-04,2025-03-04,pet_sitting,Convertido,53.0,Sim,,40.0,Converteu uma das necessidades,1
1207674,2678995,2471959,2025-03-05,2025-03-05,pet_sitting,Convertido,40.0,Sim,0.095555556,40.0,Converteu uma das necessidades,1
1202893,1052065,3153075,2025-03-02,2025-03-02,pet_sitting,Convertido,40.0,Sim,0.176111111,40.0,Converteu uma das necessidades,1
1196550,2399484,167318,2025-03-03,2025-03-03,pet_sitting,Convertido,0.0,Sim,0.155277778,40.0,Converteu uma das necessidades,1
1179535,3135259,64101,2025-03-04,2025-03-04,pet_sitting,Não Convertido,70.0,Sim,37.636944444,40.0,Não Converteu nenhuma das necessidades,13
1198661,3209597,2563683,2025-03-01,2025-03-01,pet_sitting,Não Convertido,40.0,Sim,,40.0,Não Converteu nenhuma das necessidades,3
1205167,1983915,3094280,2025-03-05,2025-03-05,pet_sitting,Não Convertido,50.0,Sim,,40.0,Não Converteu nenhuma das necessidades,22
1201184,2251648,3164474,2025-03-04,2025-03-04,pet_sitting,Não Convertido,75.0,Sim,,40.0,Não Converteu nenhuma das necessidades,1
1165054,2206732,2349473,2025-03-01,2025-03-01,pet_sitting,Não Convertido,55.0,Sim,,40.0,Não Converteu nenhuma das necessidades,1
1195631,1012052,2303549,2025-03-04,2025-03-04,pet_sitting,Não Convertido,79.0,Sim,8.527222222,40.0,Converteu uma das necessidades,2
1188412,3194366,1708241,2025-03-03,2025-03-03,pet_sitting,Não Convertido,40.0,Sim,14.803055556,40.0,Não Converteu nenhuma das necessidades,3
1200775,3211565,3126458,2025-03-03,2025-03-03,pet_sitting,Não Convertido,40.0,Sim,10.068333333,40.0,Não Converteu nenhuma das necessidades,1
1203106,343613,3164474,2025-03-01,2025-03-01,pet_sitting,Não Convertido,40.0,Sim,2.498333333,40.0,Converteu uma das necessidades,7
1205678,2090571,3164474,2025-03-01,2025-03-01,pet_sitting,Não Convertido,55.0,Sim,0.320555556,40.0,Converteu uma das necessidades,1
